study_arm,TrialID,url,Scientific_title,primary_purpose,multicentre,Study_design,control_arm,randomisation,blinding,prospective,Source_registry,phase_clean,region_Africa,region_N_America,region_L_America,region_Asia,region_Europe,region_Oceania,Date_enrollment_format,sample_size,Conditions,Bridging_flag,Day_inferred,Date_registration_format,Phase,Public_title,Countries,Primary_sponsor
covid,JPRN-jRCTs051200036,https://jrct.niph.go.jp/latest-detail/jRCTs051200036,Efficacy and safety of nintedanib on lung fibrosis in severe pneumonia induced by coronavirus disease 2019: Historical control study.,Treatment,NA,"single arm study, open(masking not used), historical control, single assignment, treatment purpose",No,Not applicable,No,Yes,JPRN,Phase 2,No,No,No,Yes,No,No,2020-07-27,30,Severe pneumonia induced by COVID-19 <br>COVID-19;COVID-19,FALSE,FALSE,2020-07-27,2,Efficacy  of nintedanib on severe COVID-19 pneumonia.,Japan,Umemura Yutaka
im,JPRN-UMIN000023355,https://upload.umin.ac.jp/cgi-open-bin/ctr_e/ctr_view.cgi?recptno=R000025429,Effect of long-term clarithromycin antibiotic therapy on preventation of pneumonia in the elderly: a prospective randomised controlled trial. - Effect of long-term clarithromycin antibiotic therapy on preventation of pneumonia in the elderly: a prospective randomised controlled trial.,Prevention,NA,Parallel Randomized,Yes,Yes,NA,Yes,JPRN,Unreported,No,No,No,Yes,No,No,2016-12-08,200,pneumonia,FALSE,FALSE,2016-08-01,Not selected,Effect of long-term clarithromycin antibiotic therapy on preventation of pneumonia in the elderly: a prospective randomised controlled trial.,Japan,"Department of Respiratory Medicine and Infectious Diseases, Oita University Faculty of Medicine"
im,JPRN-UMIN000026129,https://upload.umin.ac.jp/cgi-open-bin/ctr_e/ctr_view.cgi?recptno=R000029759,The prospective study of nivolumab for advanced NSCLC patients with mild IIPs - The prospective study of nivolumab for advanced NSCLC patients with mild IIPs,NA,NA,Single arm Non-randomized,No,Not applicable,NA,No,JPRN,Unreported,No,No,No,Yes,No,No,2017-02-14,18,non-small cell lung cancerinterstitial lung diseaseinterstitial pneumonia,FALSE,FALSE,2017-02-15,Not selected,The prospective study of nivolumab for advanced NSCLC patients with mild IIPs,Japan,Kobe city medical center general hospital
im,JPRN-UMIN000031793,https://upload.umin.ac.jp/cgi-open-bin/ctr_e/ctr_view.cgi?recptno=R000036145,NA,NA,NA,Single arm Non-randomized,No,Not applicable,NA,No,JPRN,Unreported,No,No,No,Yes,No,No,2018-03-13,30,sleep apnea,FALSE,FALSE,2018-03-19,Not selected,An exploratory clinical study on the effects of SGLT2 inhibitors for type 2 diabetes (T2DM) patients with sleep apnea (SA),Japan,Juntendo University Graduate School of Medicine
im,JPRN-UMIN000035028,https://upload.umin.ac.jp/cgi-open-bin/ctr_e/ctr_view.cgi?recptno=R000039927,Effect and safety of Baloxavir Marboxil in children with influenza: multicenter randomized controlled study - Effect and safety of Baloxavir Marboxil in children with influenza: multicenter randomized controlled study,NA,Yes,Parallel Randomized,Yes,Yes,NA,Yes,JPRN,Unreported,No,No,No,Yes,No,No,2018-12-01,600,Influenza,FALSE,FALSE,2018-11-27,Not selected,Effect and safety of Baloxavir Marboxil in children with influenza: multicenter randomized controlled study,Japan,Kyoto Chubu Medical CenterDepartment of Pediatrics
main,JPRN-UMIN000035965,https://upload.umin.ac.jp/cgi-open-bin/ctr_e/ctr_view.cgi?recptno=R000040963,NA,NA,NA,Single arm Non-randomized,No,Not applicable,NA,No,JPRN,Unreported,No,No,No,Yes,No,No,2019-02-20,15,Glossodynia,FALSE,FALSE,2019-02-21,Not selected,The effects of Goreisan on pain perception in Glossodynia associate with dry mouth,Japan,Nagasaki University
main,JPRN-UMIN000037291,https://upload.umin.ac.jp/cgi-open-bin/ctr_e/ctr_view.cgi?recptno=R000042438,Exploring Mechanistic Study: Potential of Luseogliflozin on Restoration of Cardiomyocyte Energy Metabolism in Diabetic Patients with Coronary Artery Disease - EXPLORE-CAD,NA,NA,Parallel Randomized,Yes,Yes,NA,Yes,JPRN,Unreported,No,No,No,Yes,No,No,2019-08-01,80,Type 2 Diabetes,FALSE,FALSE,2019-07-05,Not selected,Exploring Mechanistic Study: Potential of Luseogliflozin on Restoration of Cardiomyocyte Energy Metabolism in Diabetic Patients with Coronary Artery Disease,Japan,Kumamoto University
main,KCT0003909,http://cris.nih.go.kr/cris/en/search/search_result_st01.jsp?seq=13801,Whole genomic landscape of EGFR Mutation-Positive Advanced Non-Small Cell Lung Cancer Treated with First-Line Osimertinib,Treatment,NA,"Primary Purpose : Treatment, Intervention Model : Single Group, Blinding/Masking : Open, Allocation : Not Applicable",No,Not applicable,No,Yes,KCT,Undefined,No,No,No,Yes,No,No,2019-05-30,148,;Neoplasms,FALSE,FALSE,2019-05-14,Not applicable,Whole genomic landscape of EGFR Mutation-Positive Advanced Non-Small Cell Lung Cancer Treated with First-Line Osimertinib,"Korea, Republic of",Seoul National University Hospital
main,KCT0004211,http://cris.nih.go.kr/cris/en/search/search_result_st01.jsp?seq=14441,Optimal dose for topical use of tranexamic acid after cardiovascular surgery,Treatment,NA,"Primary Purpose : Treatment, Intervention Model : Parallel, Blinding/Masking : Double, Blinding Target : Subject, Investigator, Allocation : RCT",Yes,Yes,Yes,Yes,KCT,Phase 4,No,No,No,Yes,No,No,2019-09-02,123,;Diseases of the circulatory system,FALSE,FALSE,2019-08-19,Phase4,Optimal dose for topical use of tranexamic acid after cardiovascular surgery,"Korea, Republic of",Korea University Anam Hospital
im,NCT02708173,https://clinicaltrials.gov/show/NCT02708173,NA,Prevention,NA,"Allocation: Non-Randomized, Endpoint Classification: Safety Study, Intervention Model: Single Group Assignment, Masking: Open Label, Primary Purpose: Prevention",No,Not applicable,No,No,CT.gov,Phase 1,No,No,No,Yes,No,No,2016-03-01,40,Quadrivalent Influenza Virus Vaccine,FALSE,TRUE,2016-03-10,Phase 1,Safety Study of Quadrivalent Influenza Virus Vaccine in Healthy People Aged 3 Years and Older,China,Beijing Chaoyang District Centre for Disease Control and Prevention
im,NCT02774044,https://clinicaltrials.gov/show/NCT02774044,Evaluating the Efficacy and Safety of an Innovative and Affordable Goat Lung Surfactant for the Treatment of Respiratory Distress Syndrome in Preterm Neonates: a Multi-site Randomized Clinical Trial,Treatment,NA,"Allocation: Randomized, Endpoint Classification: Safety/Efficacy Study, Intervention Model: Parallel Assignment, Masking: Double Blind (Subject, Caregiver, Investigator, Outcomes Assessor), Primary Purpose: Treatment",Yes,Yes,Yes,Yes,CT.gov,Phase 3,NA,NA,NA,NA,NA,NA,2016-06-01,900,Respiratory Distress Syndrome,FALSE,TRUE,2016-05-10,Phase 2/Phase 3,Efficacy and Safety of Goat Lung Surfactant for the Treatment of Respiratory Distress Syndrome in Preterm Neonates,NULL,Ramesh K Agarwal
im,NCT02809209,https://clinicaltrials.gov/show/NCT02809209,"A Phase 1 Double Blinded, Randomized, Placebo Controlled Study in Vietnamese Healthy Adult Volunteers to Assess the Safety and Immunogenicity of a Seasonal Trivalent Inactivated Split Vision Influenza Vaccine (IVACFLU-S) Produced by IVAC",Prevention,NA,"Allocation: Randomized, Endpoint Classification: Safety Study, Intervention Model: Parallel Assignment, Masking: Double Blind (Subject, Caregiver), Primary Purpose: Prevention",Yes,Yes,Yes,No,CT.gov,Phase 1,No,No,No,Yes,No,No,2015-10-01,30,Influenza,FALSE,TRUE,2016-05-31,Phase 1,Safety of the Seasonal Trivalent Inactivated Split Virion Influenza Vaccine (IVACFLU-S),Vietnam,"National Institute of Hygiene and Epidemiology, Vietnam"
im,NCT02987374,https://clinicaltrials.gov/show/NCT02987374,Pilot Study in Young Adults to Examine the Kinetics of Changes in the B-cell Repertoire Following TIV Immunization,Other,NA,Intervention model: Single Group Assignment. Primary purpose: Basic Science. Masking: None (Open Label).,No,Not applicable,No,No,CT.gov,Phase 4,NA,NA,NA,NA,NA,NA,2012-05-01,10,Influenza;Influenza;Influenza;Influenza,FALSE,TRUE,2016-12-06,Phase 4,Pilot Study in Young Adults to Examine the Kinetics of Changes in the B-cell Repertoire Following TIV Immunization,NULL,Stanford University
im,NCT03020498,https://clinicaltrials.gov/show/NCT03020498,Protective Mechanisms Against a Pandemic Respiratory Virus. Project 1: B-cell Immunity to Influenza. Technical Development Project 1: Measuring the Immunome: Genomic Approaches to B-cell Repertoire - Years 2 (2010) & 3 (2011),Other,NA,Allocation: Randomized. Intervention model: Parallel Assignment. Primary purpose: Basic Science. Masking: None (Open Label).,Yes,Yes,No,No,CT.gov,Phase 4,NA,NA,NA,NA,NA,NA,2010-09-01,91,Influenza;Influenza;Influenza,FALSE,TRUE,2017-01-11,Phase 4,B-cell Immunity to Influenza (SLVP017) - Years 2 (2010) & 3 (2011),NULL,Stanford University
im,NCT03020537,https://clinicaltrials.gov/show/NCT03020537,"U19 Influenza Immunity: Protective Mechanisms Against a Pandemic Respiratory Virus. Project 1: B-cell Immunity to Influenza. Technical Development Project 1: Measuring the Immunome: Genomic Approaches to B-cell Repertoire- Year 5, 2013",Other,NA,Allocation: Non-Randomized. Intervention model: Parallel Assignment. Primary purpose: Basic Science. Masking: None (Open Label).,Yes,No,No,No,CT.gov,Phase 4,NA,NA,NA,NA,NA,NA,2013-10-01,8,Influenza;Influenza;Influenza,FALSE,TRUE,2017-01-11,Phase 4,"B-cell Immunity to Influenza (SLVP017)- Year 5, 2013",NULL,Stanford University
im,NCT03068741,https://clinicaltrials.gov/show/NCT03068741,Paramedic Initiated Treatment of Sepsis Targeting Out-of-hospital Patients (PITSTOP),Treatment,NA,"Allocation: Randomized. Intervention model: Factorial Assignment. Primary purpose: Treatment. Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor).",Yes,Yes,Yes,Yes,CT.gov,Phase 4,No,Yes,No,No,No,No,2020-03-23,2040,Severe Sepsis or Septic Shock,FALSE,FALSE,2017-02-06,Phase 4,Paramedic Initiated Treatment of Sepsis Targeting Out-of-hospital Patients (PITSTOP),Canada,Dr. Damon Scales
im,NCT03122639,https://clinicaltrials.gov/show/NCT03122639,Vascular Endothelial Activation in Obstructive Sleep Apnea,Other,NA,"Allocation: Randomized. Intervention model: Parallel Assignment. Primary purpose: Basic Science. Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor).",Yes,Yes,Yes,Yes,CT.gov,Phase 1,No,Yes,No,No,No,No,2017-09-01,245,Obstructive Sleep Apnea of Adult,FALSE,FALSE,2017-04-12,Early Phase 1,Endothelial Function in Obstructive Sleep Apnea,United States,Columbia University
im,NCT03143101,https://clinicaltrials.gov/show/NCT03143101,A Phase 4 Double-blind Study to Evaluate the Shedding and Immunogenicity of Trivalent and Quadrivalent Formulations of FluMist in Children 24 to < 48 Months of Age,Prevention,NA,"Allocation: Randomized. Intervention model: Parallel Assignment. Primary purpose: Prevention. Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor).",Yes,Yes,Yes,Yes,CT.gov,Phase 4,No,Yes,No,No,No,No,2017-05-08,200,Influenza;Healthy;Influenza;Healthy;Influenza;Healthy;Influenza;Healthy,FALSE,FALSE,2017-05-04,Phase 4,Evaluate the Shedding and Immunogencity of Different Formulations of FluMist in Children 24 to <48 Months of Age,United States;United States;United States;United States;United States,MedImmune LLC
im,NCT03160118,https://clinicaltrials.gov/show/NCT03160118,A Clinical Study of Biomarkers of Innate and Adaptive Immune Activation Associated With Symptoms and Immune Responses After Administration of a Single Dose of a Quadrivalent Inactivated Split Virus Influenza Vaccine to Healthy Young Adults.,Other,NA,Intervention model: Single Group Assignment. Primary purpose: Other. Masking: None (Open Label).,No,Not applicable,No,Yes,CT.gov,Phase 4,No,No,No,No,Yes,No,2017-03-27,20,Prevention of Influenza;Prevention of Influenza;Prevention of Influenza;Prevention of Influenza,FALSE,FALSE,2017-03-24,Phase 4,Study of Biomarkers of Immune Activation Associated With Symptoms and Immune Responses After Influenza Vaccination in Adults,Belgium;Belgium;Belgium;Belgium;Belgium,"University Hospital, Ghent"
im,NCT03186742,https://clinicaltrials.gov/show/NCT03186742,Effects of Eplerenone on Left Ventricular Hypertrophy in Patients With Resistant Hypertension and Obstructive Sleep Apnoea,Treatment,NA,Allocation: Randomized. Intervention model: Parallel Assignment. Primary purpose: Treatment. Masking: None (Open Label).,Yes,Yes,No,No,CT.gov,Phase 4,NA,NA,NA,NA,NA,NA,2014-07-01,125,"Hypertension,Essential;Obstructive Sleep Apnea;Left Ventricular Hypertrophy;Hypertension,Essential;Obstructive Sleep Apnea;Left Ventricular Hypertrophy;Hypertension,Essential;Obstructive Sleep Apnea;Left Ventricular Hypertrophy;Hypertension,Essential;Obstructive Sleep Apnea;Left Ventricular Hypertrophy",FALSE,FALSE,2017-06-10,Phase 4,Reduction of Left Ventricular Hypertrophy After Eplerenone Therapy,NULL,Poznan University of Medical Sciences
im,NCT03208361,https://clinicaltrials.gov/show/NCT03208361,Efficacy of High Doses of Oral Penicillin V Versus High Doses of Oral Amoxicillin in the Treatment of Non-severe Community-acquired Pneumonia in Adults,Treatment,NA,"Allocation: Randomized. Intervention model: Parallel Assignment. Primary purpose: Treatment. Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor).",Yes,Yes,Yes,NA,CT.gov,Phase 3,No,No,No,No,Yes,No,2013-11-05,43,Community-acquired Pneumonia (CAP);Community-acquired Pneumonia (CAP);Community-acquired Pneumonia (CAP);Community-acquired Pneumonia (CAP),EUCTR2012-003511-63-ES,FALSE,2017-06-26,Phase 3,Efficacy of High Doses Penicillin V Versus High Doses Amoxicillin in the Treatment of Non-severe Pneumonia.,Spain;Spain;Spain;Spain;Spain,Jordi Gol i Gurina Foundation
